vce	I(Ib)
Step Information: Ib=1µ  (Run: 1/6)
1.380000000000001e+000	1.000000e-006
1.390000000000001e+000	1.000000e-006
1.400000000000001e+000	1.000000e-006
1.410000000000001e+000	1.000000e-006
1.420000000000001e+000	1.000000e-006
1.430000000000001e+000	1.000000e-006
1.440000000000001e+000	1.000000e-006
1.450000000000001e+000	1.000000e-006
1.460000000000001e+000	1.000000e-006
1.470000000000001e+000	1.000000e-006
1.480000000000001e+000	1.000000e-006
1.490000000000001e+000	1.000000e-006
1.500000000000001e+000	1.000000e-006
1.510000000000001e+000	1.000000e-006
1.520000000000001e+000	1.000000e-006
1.530000000000001e+000	1.000000e-006
1.540000000000001e+000	1.000000e-006
1.550000000000001e+000	1.000000e-006
1.560000000000001e+000	1.000000e-006
1.570000000000001e+000	1.000000e-006
1.580000000000001e+000	1.000000e-006
1.590000000000001e+000	1.000000e-006
1.600000000000001e+000	1.000000e-006
1.610000000000001e+000	1.000000e-006
1.620000000000001e+000	1.000000e-006
1.630000000000001e+000	1.000000e-006
1.640000000000001e+000	1.000000e-006
1.650000000000001e+000	1.000000e-006
1.660000000000001e+000	1.000000e-006
1.670000000000001e+000	1.000000e-006
1.680000000000001e+000	1.000000e-006
1.690000000000001e+000	1.000000e-006
1.700000000000001e+000	1.000000e-006
1.710000000000001e+000	1.000000e-006
1.720000000000001e+000	1.000000e-006
1.730000000000001e+000	1.000000e-006
1.740000000000001e+000	1.000000e-006
1.750000000000001e+000	1.000000e-006
1.760000000000001e+000	1.000000e-006
1.770000000000001e+000	1.000000e-006
1.780000000000001e+000	1.000000e-006
1.790000000000001e+000	1.000000e-006
1.800000000000001e+000	1.000000e-006
1.810000000000001e+000	1.000000e-006
1.820000000000001e+000	1.000000e-006
1.830000000000001e+000	1.000000e-006
1.840000000000001e+000	1.000000e-006
1.850000000000001e+000	1.000000e-006
1.860000000000001e+000	1.000000e-006
1.870000000000001e+000	1.000000e-006
1.880000000000001e+000	1.000000e-006
1.890000000000002e+000	1.000000e-006
1.900000000000002e+000	1.000000e-006
1.910000000000002e+000	1.000000e-006
1.920000000000002e+000	1.000000e-006
1.930000000000002e+000	1.000000e-006
1.940000000000002e+000	1.000000e-006
1.950000000000002e+000	1.000000e-006
1.960000000000002e+000	1.000000e-006
1.970000000000002e+000	1.000000e-006
1.980000000000002e+000	1.000000e-006
1.990000000000002e+000	1.000000e-006
2.000000000000001e+000	1.000000e-006
2.010000000000001e+000	1.000000e-006
2.020000000000001e+000	1.000000e-006
2.030000000000001e+000	1.000000e-006
2.040000000000001e+000	1.000000e-006
2.050000000000000e+000	1.000000e-006
2.060000000000000e+000	1.000000e-006
2.070000000000000e+000	1.000000e-006
2.080000000000000e+000	1.000000e-006
2.089999999999999e+000	1.000000e-006
2.099999999999999e+000	1.000000e-006
2.109999999999999e+000	1.000000e-006
2.119999999999999e+000	1.000000e-006
2.129999999999999e+000	1.000000e-006
2.139999999999998e+000	1.000000e-006
2.149999999999998e+000	1.000000e-006
2.159999999999998e+000	1.000000e-006
2.169999999999998e+000	1.000000e-006
2.179999999999998e+000	1.000000e-006
2.189999999999997e+000	1.000000e-006
2.199999999999997e+000	1.000000e-006
2.209999999999997e+000	1.000000e-006
2.219999999999997e+000	1.000000e-006
2.229999999999996e+000	1.000000e-006
2.239999999999996e+000	1.000000e-006
2.249999999999996e+000	1.000000e-006
2.259999999999996e+000	1.000000e-006
2.269999999999996e+000	1.000000e-006
2.279999999999995e+000	1.000000e-006
2.289999999999995e+000	1.000000e-006
2.299999999999995e+000	1.000000e-006
2.309999999999995e+000	1.000000e-006
2.319999999999995e+000	1.000000e-006
2.329999999999994e+000	1.000000e-006
2.339999999999994e+000	1.000000e-006
2.349999999999994e+000	1.000000e-006
2.359999999999994e+000	1.000000e-006
2.369999999999993e+000	1.000000e-006
2.379999999999993e+000	1.000000e-006
2.389999999999993e+000	1.000000e-006
2.399999999999993e+000	1.000000e-006
2.409999999999993e+000	1.000000e-006
2.419999999999992e+000	1.000000e-006
2.429999999999992e+000	1.000000e-006
2.439999999999992e+000	1.000000e-006
2.449999999999992e+000	1.000000e-006
2.459999999999992e+000	1.000000e-006
2.469999999999991e+000	1.000000e-006
2.479999999999991e+000	1.000000e-006
2.489999999999991e+000	1.000000e-006
2.499999999999991e+000	1.000000e-006
2.509999999999991e+000	1.000000e-006
2.519999999999990e+000	1.000000e-006
2.529999999999990e+000	1.000000e-006
2.539999999999990e+000	1.000000e-006
2.549999999999990e+000	1.000000e-006
2.559999999999989e+000	1.000000e-006
2.569999999999989e+000	1.000000e-006
2.579999999999989e+000	1.000000e-006
2.589999999999989e+000	1.000000e-006
2.599999999999989e+000	1.000000e-006
2.609999999999988e+000	1.000000e-006
2.619999999999988e+000	1.000000e-006
2.629999999999988e+000	1.000000e-006
2.639999999999988e+000	1.000000e-006
2.649999999999988e+000	1.000000e-006
2.659999999999987e+000	1.000000e-006
2.669999999999987e+000	1.000000e-006
2.679999999999987e+000	1.000000e-006
2.689999999999987e+000	1.000000e-006
2.699999999999986e+000	1.000000e-006
2.709999999999986e+000	1.000000e-006
2.719999999999986e+000	1.000000e-006
2.729999999999986e+000	1.000000e-006
2.739999999999986e+000	1.000000e-006
2.749999999999985e+000	1.000000e-006
2.759999999999985e+000	1.000000e-006
2.769999999999985e+000	1.000000e-006
2.779999999999985e+000	1.000000e-006
2.789999999999985e+000	1.000000e-006
2.799999999999984e+000	1.000000e-006
2.809999999999984e+000	1.000000e-006
2.819999999999984e+000	1.000000e-006
2.829999999999984e+000	1.000000e-006
2.839999999999983e+000	1.000000e-006
2.849999999999983e+000	1.000000e-006
2.859999999999983e+000	1.000000e-006
2.869999999999983e+000	1.000000e-006
2.879999999999983e+000	1.000000e-006
2.889999999999982e+000	1.000000e-006
2.899999999999982e+000	1.000000e-006
2.909999999999982e+000	1.000000e-006
2.919999999999982e+000	1.000000e-006
2.929999999999982e+000	1.000000e-006
2.939999999999981e+000	1.000000e-006
2.949999999999981e+000	1.000000e-006
2.959999999999981e+000	1.000000e-006
2.969999999999981e+000	1.000000e-006
2.979999999999980e+000	1.000000e-006
2.989999999999980e+000	1.000000e-006
3.000000000000000e+000	1.000000e-006
Step Information: Ib=3µ  (Run: 2/6)
0.000000000000000e+000	3.000000e-006
1.000000000000000e-002	3.000000e-006
2.000000000000000e-002	3.000000e-006
3.000000000000000e-002	3.000000e-006
4.000000000000000e-002	3.000000e-006
5.000000000000000e-002	3.000000e-006
6.000000000000001e-002	3.000000e-006
7.000000000000001e-002	3.000000e-006
8.000000000000000e-002	3.000000e-006
9.000000000000000e-002	3.000000e-006
9.999999999999999e-002	3.000000e-006
1.100000000000000e-001	3.000000e-006
1.200000000000000e-001	3.000000e-006
1.300000000000000e-001	3.000000e-006
1.400000000000000e-001	3.000000e-006
1.500000000000000e-001	3.000000e-006
1.600000000000000e-001	3.000000e-006
1.700000000000000e-001	3.000000e-006
1.800000000000000e-001	3.000000e-006
1.900000000000000e-001	3.000000e-006
2.000000000000000e-001	3.000000e-006
2.100000000000001e-001	3.000000e-006
2.200000000000001e-001	3.000000e-006
2.300000000000001e-001	3.000000e-006
2.400000000000001e-001	3.000000e-006
2.500000000000001e-001	3.000000e-006
2.600000000000001e-001	3.000000e-006
2.700000000000001e-001	3.000000e-006
2.800000000000001e-001	3.000000e-006
2.900000000000001e-001	3.000000e-006
3.000000000000001e-001	3.000000e-006
3.100000000000001e-001	3.000000e-006
3.200000000000001e-001	3.000000e-006
3.300000000000001e-001	3.000000e-006
3.400000000000001e-001	3.000000e-006
3.500000000000001e-001	3.000000e-006
3.600000000000002e-001	3.000000e-006
3.700000000000002e-001	3.000000e-006
3.800000000000002e-001	3.000000e-006
3.900000000000002e-001	3.000000e-006
4.000000000000002e-001	3.000000e-006
4.100000000000002e-001	3.000000e-006
4.200000000000002e-001	3.000000e-006
4.300000000000002e-001	3.000000e-006
4.400000000000002e-001	3.000000e-006
4.500000000000002e-001	3.000000e-006
4.600000000000002e-001	3.000000e-006
4.700000000000003e-001	3.000000e-006
4.800000000000003e-001	3.000000e-006
4.900000000000003e-001	3.000000e-006
5.000000000000002e-001	3.000000e-006
5.100000000000002e-001	3.000000e-006
5.200000000000002e-001	3.000000e-006
5.300000000000003e-001	3.000000e-006
5.400000000000003e-001	3.000000e-006
5.500000000000003e-001	3.000000e-006
5.600000000000003e-001	3.000000e-006
5.700000000000003e-001	3.000000e-006
5.800000000000003e-001	3.000000e-006
5.900000000000003e-001	3.000000e-006
6.000000000000003e-001	3.000000e-006
6.100000000000003e-001	3.000000e-006
6.200000000000003e-001	3.000000e-006
6.300000000000003e-001	3.000000e-006
6.400000000000004e-001	3.000000e-006
6.500000000000004e-001	3.000000e-006
6.600000000000004e-001	3.000000e-006
6.700000000000004e-001	3.000000e-006
6.800000000000004e-001	3.000000e-006
6.900000000000004e-001	3.000000e-006
7.000000000000004e-001	3.000000e-006
7.100000000000004e-001	3.000000e-006
7.200000000000004e-001	3.000000e-006
7.300000000000004e-001	3.000000e-006
7.400000000000004e-001	3.000000e-006
7.500000000000004e-001	3.000000e-006
7.600000000000005e-001	3.000000e-006
7.700000000000005e-001	3.000000e-006
7.800000000000005e-001	3.000000e-006
7.900000000000005e-001	3.000000e-006
8.000000000000005e-001	3.000000e-006
8.100000000000005e-001	3.000000e-006
8.200000000000005e-001	3.000000e-006
8.300000000000005e-001	3.000000e-006
8.400000000000005e-001	3.000000e-006
8.500000000000005e-001	3.000000e-006
8.600000000000005e-001	3.000000e-006
8.700000000000006e-001	3.000000e-006
8.800000000000006e-001	3.000000e-006
8.900000000000006e-001	3.000000e-006
9.000000000000006e-001	3.000000e-006
9.100000000000006e-001	3.000000e-006
9.200000000000006e-001	3.000000e-006
9.300000000000006e-001	3.000000e-006
9.400000000000006e-001	3.000000e-006
9.500000000000006e-001	3.000000e-006
9.600000000000006e-001	3.000000e-006
9.700000000000006e-001	3.000000e-006
9.800000000000007e-001	3.000000e-006
9.900000000000007e-001	3.000000e-006
1.000000000000001e+000	3.000000e-006
1.010000000000001e+000	3.000000e-006
1.020000000000001e+000	3.000000e-006
1.030000000000001e+000	3.000000e-006
1.040000000000001e+000	3.000000e-006
1.050000000000001e+000	3.000000e-006
1.060000000000001e+000	3.000000e-006
1.070000000000001e+000	3.000000e-006
1.080000000000001e+000	3.000000e-006
1.090000000000001e+000	3.000000e-006
1.100000000000001e+000	3.000000e-006
1.110000000000001e+000	3.000000e-006
1.120000000000001e+000	3.000000e-006
1.130000000000001e+000	3.000000e-006
1.140000000000001e+000	3.000000e-006
1.150000000000001e+000	3.000000e-006
1.160000000000001e+000	3.000000e-006
1.170000000000001e+000	3.000000e-006
1.180000000000001e+000	3.000000e-006
1.190000000000001e+000	3.000000e-006
1.200000000000001e+000	3.000000e-006
1.210000000000001e+000	3.000000e-006
1.220000000000001e+000	3.000000e-006
1.230000000000001e+000	3.000000e-006
1.240000000000001e+000	3.000000e-006
1.250000000000001e+000	3.000000e-006
1.260000000000001e+000	3.000000e-006
1.270000000000001e+000	3.000000e-006
1.280000000000001e+000	3.000000e-006
1.290000000000001e+000	3.000000e-006
1.300000000000001e+000	3.000000e-006
1.310000000000001e+000	3.000000e-006
1.320000000000001e+000	3.000000e-006
1.330000000000001e+000	3.000000e-006
1.340000000000001e+000	3.000000e-006
1.350000000000001e+000	3.000000e-006
1.360000000000001e+000	3.000000e-006
1.370000000000001e+000	3.000000e-006
1.380000000000001e+000	3.000000e-006
1.390000000000001e+000	3.000000e-006
1.400000000000001e+000	3.000000e-006
1.410000000000001e+000	3.000000e-006
1.420000000000001e+000	3.000000e-006
1.430000000000001e+000	3.000000e-006
1.440000000000001e+000	3.000000e-006
1.450000000000001e+000	3.000000e-006
1.460000000000001e+000	3.000000e-006
1.470000000000001e+000	3.000000e-006
1.480000000000001e+000	3.000000e-006
1.490000000000001e+000	3.000000e-006
1.500000000000001e+000	3.000000e-006
1.510000000000001e+000	3.000000e-006
1.520000000000001e+000	3.000000e-006
1.530000000000001e+000	3.000000e-006
1.540000000000001e+000	3.000000e-006
1.550000000000001e+000	3.000000e-006
1.560000000000001e+000	3.000000e-006
1.570000000000001e+000	3.000000e-006
1.580000000000001e+000	3.000000e-006
1.590000000000001e+000	3.000000e-006
1.600000000000001e+000	3.000000e-006
1.610000000000001e+000	3.000000e-006
1.620000000000001e+000	3.000000e-006
1.630000000000001e+000	3.000000e-006
1.640000000000001e+000	3.000000e-006
1.650000000000001e+000	3.000000e-006
1.660000000000001e+000	3.000000e-006
1.670000000000001e+000	3.000000e-006
1.680000000000001e+000	3.000000e-006
1.690000000000001e+000	3.000000e-006
1.700000000000001e+000	3.000000e-006
1.710000000000001e+000	3.000000e-006
1.720000000000001e+000	3.000000e-006
1.730000000000001e+000	3.000000e-006
1.740000000000001e+000	3.000000e-006
1.750000000000001e+000	3.000000e-006
1.760000000000001e+000	3.000000e-006
1.770000000000001e+000	3.000000e-006
1.780000000000001e+000	3.000000e-006
1.790000000000001e+000	3.000000e-006
1.800000000000001e+000	3.000000e-006
1.810000000000001e+000	3.000000e-006
1.820000000000001e+000	3.000000e-006
1.830000000000001e+000	3.000000e-006
1.840000000000001e+000	3.000000e-006
1.850000000000001e+000	3.000000e-006
1.860000000000001e+000	3.000000e-006
1.870000000000001e+000	3.000000e-006
1.880000000000001e+000	3.000000e-006
1.890000000000002e+000	3.000000e-006
1.900000000000002e+000	3.000000e-006
1.910000000000002e+000	3.000000e-006
1.920000000000002e+000	3.000000e-006
1.930000000000002e+000	3.000000e-006
1.940000000000002e+000	3.000000e-006
1.950000000000002e+000	3.000000e-006
1.960000000000002e+000	3.000000e-006
1.970000000000002e+000	3.000000e-006
1.980000000000002e+000	3.000000e-006
1.990000000000002e+000	3.000000e-006
2.000000000000001e+000	3.000000e-006
2.010000000000001e+000	3.000000e-006
2.020000000000001e+000	3.000000e-006
2.030000000000001e+000	3.000000e-006
2.040000000000001e+000	3.000000e-006
2.050000000000000e+000	3.000000e-006
2.060000000000000e+000	3.000000e-006
2.070000000000000e+000	3.000000e-006
2.080000000000000e+000	3.000000e-006
2.089999999999999e+000	3.000000e-006
2.099999999999999e+000	3.000000e-006
2.109999999999999e+000	3.000000e-006
2.119999999999999e+000	3.000000e-006
2.129999999999999e+000	3.000000e-006
2.139999999999998e+000	3.000000e-006
2.149999999999998e+000	3.000000e-006
2.159999999999998e+000	3.000000e-006
2.169999999999998e+000	3.000000e-006
2.179999999999998e+000	3.000000e-006
2.189999999999997e+000	3.000000e-006
2.199999999999997e+000	3.000000e-006
2.209999999999997e+000	3.000000e-006
2.219999999999997e+000	3.000000e-006
2.229999999999996e+000	3.000000e-006
2.239999999999996e+000	3.000000e-006
2.249999999999996e+000	3.000000e-006
2.259999999999996e+000	3.000000e-006
2.269999999999996e+000	3.000000e-006
2.279999999999995e+000	3.000000e-006
2.289999999999995e+000	3.000000e-006
2.299999999999995e+000	3.000000e-006
2.309999999999995e+000	3.000000e-006
2.319999999999995e+000	3.000000e-006
2.329999999999994e+000	3.000000e-006
2.339999999999994e+000	3.000000e-006
2.349999999999994e+000	3.000000e-006
2.359999999999994e+000	3.000000e-006
2.369999999999993e+000	3.000000e-006
2.379999999999993e+000	3.000000e-006
2.389999999999993e+000	3.000000e-006
2.399999999999993e+000	3.000000e-006
2.409999999999993e+000	3.000000e-006
2.419999999999992e+000	3.000000e-006
2.429999999999992e+000	3.000000e-006
2.439999999999992e+000	3.000000e-006
2.449999999999992e+000	3.000000e-006
2.459999999999992e+000	3.000000e-006
2.469999999999991e+000	3.000000e-006
2.479999999999991e+000	3.000000e-006
2.489999999999991e+000	3.000000e-006
2.499999999999991e+000	3.000000e-006
2.509999999999991e+000	3.000000e-006
2.519999999999990e+000	3.000000e-006
2.529999999999990e+000	3.000000e-006
2.539999999999990e+000	3.000000e-006
2.549999999999990e+000	3.000000e-006
2.559999999999989e+000	3.000000e-006
2.569999999999989e+000	3.000000e-006
2.579999999999989e+000	3.000000e-006
2.589999999999989e+000	3.000000e-006
2.599999999999989e+000	3.000000e-006
2.609999999999988e+000	3.000000e-006
2.619999999999988e+000	3.000000e-006
2.629999999999988e+000	3.000000e-006
2.639999999999988e+000	3.000000e-006
2.649999999999988e+000	3.000000e-006
2.659999999999987e+000	3.000000e-006
2.669999999999987e+000	3.000000e-006
2.679999999999987e+000	3.000000e-006
2.689999999999987e+000	3.000000e-006
2.699999999999986e+000	3.000000e-006
2.709999999999986e+000	3.000000e-006
2.719999999999986e+000	3.000000e-006
2.729999999999986e+000	3.000000e-006
2.739999999999986e+000	3.000000e-006
2.749999999999985e+000	3.000000e-006
2.759999999999985e+000	3.000000e-006
2.769999999999985e+000	3.000000e-006
2.779999999999985e+000	3.000000e-006
2.789999999999985e+000	3.000000e-006
2.799999999999984e+000	3.000000e-006
2.809999999999984e+000	3.000000e-006
2.819999999999984e+000	3.000000e-006
2.829999999999984e+000	3.000000e-006
2.839999999999983e+000	3.000000e-006
2.849999999999983e+000	3.000000e-006
2.859999999999983e+000	3.000000e-006
2.869999999999983e+000	3.000000e-006
2.879999999999983e+000	3.000000e-006
2.889999999999982e+000	3.000000e-006
2.899999999999982e+000	3.000000e-006
2.909999999999982e+000	3.000000e-006
2.919999999999982e+000	3.000000e-006
2.929999999999982e+000	3.000000e-006
2.939999999999981e+000	3.000000e-006
2.949999999999981e+000	3.000000e-006
2.959999999999981e+000	3.000000e-006
2.969999999999981e+000	3.000000e-006
2.979999999999980e+000	3.000000e-006
2.989999999999980e+000	3.000000e-006
3.000000000000000e+000	3.000000e-006
Step Information: Ib=5µ  (Run: 3/6)
0.000000000000000e+000	5.000000e-006
1.000000000000000e-002	5.000000e-006
2.000000000000000e-002	5.000000e-006
3.000000000000000e-002	5.000000e-006
4.000000000000000e-002	5.000000e-006
5.000000000000000e-002	5.000000e-006
6.000000000000001e-002	5.000000e-006
7.000000000000001e-002	5.000000e-006
8.000000000000000e-002	5.000000e-006
9.000000000000000e-002	5.000000e-006
9.999999999999999e-002	5.000000e-006
1.100000000000000e-001	5.000000e-006
1.200000000000000e-001	5.000000e-006
1.300000000000000e-001	5.000000e-006
1.400000000000000e-001	5.000000e-006
1.500000000000000e-001	5.000000e-006
1.600000000000000e-001	5.000000e-006
1.700000000000000e-001	5.000000e-006
1.800000000000000e-001	5.000000e-006
1.900000000000000e-001	5.000000e-006
2.000000000000000e-001	5.000000e-006
2.100000000000001e-001	5.000000e-006
2.200000000000001e-001	5.000000e-006
2.300000000000001e-001	5.000000e-006
2.400000000000001e-001	5.000000e-006
2.500000000000001e-001	5.000000e-006
2.600000000000001e-001	5.000000e-006
2.700000000000001e-001	5.000000e-006
2.800000000000001e-001	5.000000e-006
2.900000000000001e-001	5.000000e-006
3.000000000000001e-001	5.000000e-006
3.100000000000001e-001	5.000000e-006
3.200000000000001e-001	5.000000e-006
3.300000000000001e-001	5.000000e-006
3.400000000000001e-001	5.000000e-006
3.500000000000001e-001	5.000000e-006
3.600000000000002e-001	5.000000e-006
3.700000000000002e-001	5.000000e-006
3.800000000000002e-001	5.000000e-006
3.900000000000002e-001	5.000000e-006
4.000000000000002e-001	5.000000e-006
4.100000000000002e-001	5.000000e-006
4.200000000000002e-001	5.000000e-006
4.300000000000002e-001	5.000000e-006
4.400000000000002e-001	5.000000e-006
4.500000000000002e-001	5.000000e-006
4.600000000000002e-001	5.000000e-006
4.700000000000003e-001	5.000000e-006
4.800000000000003e-001	5.000000e-006
4.900000000000003e-001	5.000000e-006
5.000000000000002e-001	5.000000e-006
5.100000000000002e-001	5.000000e-006
5.200000000000002e-001	5.000000e-006
5.300000000000003e-001	5.000000e-006
5.400000000000003e-001	5.000000e-006
5.500000000000003e-001	5.000000e-006
5.600000000000003e-001	5.000000e-006
5.700000000000003e-001	5.000000e-006
5.800000000000003e-001	5.000000e-006
5.900000000000003e-001	5.000000e-006
6.000000000000003e-001	5.000000e-006
6.100000000000003e-001	5.000000e-006
6.200000000000003e-001	5.000000e-006
6.300000000000003e-001	5.000000e-006
6.400000000000004e-001	5.000000e-006
6.500000000000004e-001	5.000000e-006
6.600000000000004e-001	5.000000e-006
6.700000000000004e-001	5.000000e-006
6.800000000000004e-001	5.000000e-006
6.900000000000004e-001	5.000000e-006
7.000000000000004e-001	5.000000e-006
7.100000000000004e-001	5.000000e-006
7.200000000000004e-001	5.000000e-006
7.300000000000004e-001	5.000000e-006
7.400000000000004e-001	5.000000e-006
7.500000000000004e-001	5.000000e-006
7.600000000000005e-001	5.000000e-006
7.700000000000005e-001	5.000000e-006
7.800000000000005e-001	5.000000e-006
7.900000000000005e-001	5.000000e-006
8.000000000000005e-001	5.000000e-006
8.100000000000005e-001	5.000000e-006
8.200000000000005e-001	5.000000e-006
8.300000000000005e-001	5.000000e-006
8.400000000000005e-001	5.000000e-006
8.500000000000005e-001	5.000000e-006
8.600000000000005e-001	5.000000e-006
8.700000000000006e-001	5.000000e-006
8.800000000000006e-001	5.000000e-006
8.900000000000006e-001	5.000000e-006
9.000000000000006e-001	5.000000e-006
9.100000000000006e-001	5.000000e-006
9.200000000000006e-001	5.000000e-006
9.300000000000006e-001	5.000000e-006
9.400000000000006e-001	5.000000e-006
9.500000000000006e-001	5.000000e-006
9.600000000000006e-001	5.000000e-006
9.700000000000006e-001	5.000000e-006
9.800000000000007e-001	5.000000e-006
9.900000000000007e-001	5.000000e-006
1.000000000000001e+000	5.000000e-006
1.010000000000001e+000	5.000000e-006
1.020000000000001e+000	5.000000e-006
1.030000000000001e+000	5.000000e-006
1.040000000000001e+000	5.000000e-006
1.050000000000001e+000	5.000000e-006
1.060000000000001e+000	5.000000e-006
1.070000000000001e+000	5.000000e-006
1.080000000000001e+000	5.000000e-006
1.090000000000001e+000	5.000000e-006
1.100000000000001e+000	5.000000e-006
1.110000000000001e+000	5.000000e-006
1.120000000000001e+000	5.000000e-006
1.130000000000001e+000	5.000000e-006
1.140000000000001e+000	5.000000e-006
1.150000000000001e+000	5.000000e-006
1.160000000000001e+000	5.000000e-006
1.170000000000001e+000	5.000000e-006
1.180000000000001e+000	5.000000e-006
1.190000000000001e+000	5.000000e-006
1.200000000000001e+000	5.000000e-006
1.210000000000001e+000	5.000000e-006
1.220000000000001e+000	5.000000e-006
1.230000000000001e+000	5.000000e-006
1.240000000000001e+000	5.000000e-006
1.250000000000001e+000	5.000000e-006
1.260000000000001e+000	5.000000e-006
