time	V(vin)	V(vout)
9.739362500149418e-003	-9.977672e-003	-9.670419e-003
9.758893750149418e-003	-9.984391e-003	-9.674942e-003
9.778425000149417e-003	-9.840935e-003	-9.534185e-003
9.797956250149417e-003	-9.549461e-003	-9.250262e-003
9.817487500149416e-003	-9.114356e-003	-8.827439e-003
9.827253125149416e-003	-8.844904e-003	-8.565846e-003
9.846784375149416e-003	-8.207269e-003	-7.947212e-003
9.866315625149415e-003	-7.446189e-003	-7.209257e-003
9.895612500149415e-003	-6.098616e-003	-5.903307e-003
9.924909375149414e-003	-4.544978e-003	-4.398314e-003
9.954206250149414e-003	-2.837769e-003	-2.745100e-003
9.993268750149413e-003	-4.228108e-004	-4.073225e-004
1.000000000000000e-002	-1.#IND00e+000	-1.#IND00e+000
