vce	V(vout)	I(Ib)	Ic(Q1)
Step Information: Ib=0  (Run: 1/6)
8.500000000000005e-001	8.500000e-001	2.000000e-006	2.128160e-004
8.600000000000005e-001	8.600000e-001	2.000000e-006	2.128373e-004
8.700000000000006e-001	8.700000e-001	2.000000e-006	2.128587e-004
8.800000000000006e-001	8.800000e-001	2.000000e-006	2.128800e-004
8.900000000000006e-001	8.900000e-001	2.000000e-006	2.129014e-004
9.000000000000006e-001	9.000000e-001	2.000000e-006	2.129227e-004
9.100000000000006e-001	9.100000e-001	2.000000e-006	2.129441e-004
9.200000000000006e-001	9.200000e-001	2.000000e-006	2.129654e-004
9.300000000000006e-001	9.300000e-001	2.000000e-006	2.129868e-004
9.400000000000006e-001	9.400000e-001	2.000000e-006	2.130082e-004
9.500000000000006e-001	9.500000e-001	2.000000e-006	2.130295e-004
9.600000000000006e-001	9.600000e-001	2.000000e-006	2.130509e-004
9.700000000000006e-001	9.700000e-001	2.000000e-006	2.130722e-004
9.800000000000007e-001	9.800000e-001	2.000000e-006	2.130936e-004
9.900000000000007e-001	9.900000e-001	2.000000e-006	2.131149e-004
1.000000000000001e+000	1.000000e+000	2.000000e-006	2.131363e-004
1.010000000000001e+000	1.010000e+000	2.000000e-006	2.131576e-004
1.020000000000001e+000	1.020000e+000	2.000000e-006	2.131790e-004
1.030000000000001e+000	1.030000e+000	2.000000e-006	2.132004e-004
1.040000000000001e+000	1.040000e+000	2.000000e-006	2.132217e-004
1.050000000000001e+000	1.050000e+000	2.000000e-006	2.132431e-004
1.060000000000001e+000	1.060000e+000	2.000000e-006	2.132644e-004
1.070000000000001e+000	1.070000e+000	2.000000e-006	2.132858e-004
1.080000000000001e+000	1.080000e+000	2.000000e-006	2.133071e-004
1.090000000000001e+000	1.090000e+000	2.000000e-006	2.133285e-004
1.100000000000001e+000	1.100000e+000	2.000000e-006	2.133498e-004
1.110000000000001e+000	1.110000e+000	2.000000e-006	2.133712e-004
1.120000000000001e+000	1.120000e+000	2.000000e-006	2.133926e-004
1.130000000000001e+000	1.130000e+000	2.000000e-006	2.134139e-004
1.140000000000001e+000	1.140000e+000	2.000000e-006	2.134353e-004
1.150000000000001e+000	1.150000e+000	2.000000e-006	2.134566e-004
1.160000000000001e+000	1.160000e+000	2.000000e-006	2.134780e-004
1.170000000000001e+000	1.170000e+000	2.000000e-006	2.134993e-004
1.180000000000001e+000	1.180000e+000	2.000000e-006	2.135207e-004
1.190000000000001e+000	1.190000e+000	2.000000e-006	2.135421e-004
1.200000000000001e+000	1.200000e+000	2.000000e-006	2.135634e-004
1.210000000000001e+000	1.210000e+000	2.000000e-006	2.135848e-004
1.220000000000001e+000	1.220000e+000	2.000000e-006	2.136061e-004
1.230000000000001e+000	1.230000e+000	2.000000e-006	2.136275e-004
1.240000000000001e+000	1.240000e+000	2.000000e-006	2.136488e-004
1.250000000000001e+000	1.250000e+000	2.000000e-006	2.136702e-004
1.260000000000001e+000	1.260000e+000	2.000000e-006	2.136915e-004
1.270000000000001e+000	1.270000e+000	2.000000e-006	2.137129e-004
1.280000000000001e+000	1.280000e+000	2.000000e-006	2.137343e-004
1.290000000000001e+000	1.290000e+000	2.000000e-006	2.137556e-004
1.300000000000001e+000	1.300000e+000	2.000000e-006	2.137770e-004
1.310000000000001e+000	1.310000e+000	2.000000e-006	2.137983e-004
1.320000000000001e+000	1.320000e+000	2.000000e-006	2.138197e-004
1.330000000000001e+000	1.330000e+000	2.000000e-006	2.138410e-004
1.340000000000001e+000	1.340000e+000	2.000000e-006	2.138624e-004
1.350000000000001e+000	1.350000e+000	2.000000e-006	2.138837e-004
1.360000000000001e+000	1.360000e+000	2.000000e-006	2.139051e-004
1.370000000000001e+000	1.370000e+000	2.000000e-006	2.139265e-004
1.380000000000001e+000	1.380000e+000	2.000000e-006	2.139478e-004
1.390000000000001e+000	1.390000e+000	2.000000e-006	2.139692e-004
1.400000000000001e+000	1.400000e+000	2.000000e-006	2.139905e-004
1.410000000000001e+000	1.410000e+000	2.000000e-006	2.140119e-004
1.420000000000001e+000	1.420000e+000	2.000000e-006	2.140332e-004
1.430000000000001e+000	1.430000e+000	2.000000e-006	2.140546e-004
1.440000000000001e+000	1.440000e+000	2.000000e-006	2.140759e-004
1.450000000000001e+000	1.450000e+000	2.000000e-006	2.140973e-004
1.460000000000001e+000	1.460000e+000	2.000000e-006	2.141187e-004
1.470000000000001e+000	1.470000e+000	2.000000e-006	2.141400e-004
1.480000000000001e+000	1.480000e+000	2.000000e-006	2.141614e-004
1.490000000000001e+000	1.490000e+000	2.000000e-006	2.141827e-004
1.500000000000001e+000	1.500000e+000	2.000000e-006	2.142041e-004
1.510000000000001e+000	1.510000e+000	2.000000e-006	2.142254e-004
1.520000000000001e+000	1.520000e+000	2.000000e-006	2.142468e-004
1.530000000000001e+000	1.530000e+000	2.000000e-006	2.142681e-004
1.540000000000001e+000	1.540000e+000	2.000000e-006	2.142895e-004
1.550000000000001e+000	1.550000e+000	2.000000e-006	2.143109e-004
1.560000000000001e+000	1.560000e+000	2.000000e-006	2.143322e-004
1.570000000000001e+000	1.570000e+000	2.000000e-006	2.143536e-004
1.580000000000001e+000	1.580000e+000	2.000000e-006	2.143749e-004
1.590000000000001e+000	1.590000e+000	2.000000e-006	2.143963e-004
1.600000000000001e+000	1.600000e+000	2.000000e-006	2.144176e-004
1.610000000000001e+000	1.610000e+000	2.000000e-006	2.144390e-004
1.620000000000001e+000	1.620000e+000	2.000000e-006	2.144603e-004
1.630000000000001e+000	1.630000e+000	2.000000e-006	2.144817e-004
1.640000000000001e+000	1.640000e+000	2.000000e-006	2.145031e-004
1.650000000000001e+000	1.650000e+000	2.000000e-006	2.145244e-004
1.660000000000001e+000	1.660000e+000	2.000000e-006	2.145458e-004
1.670000000000001e+000	1.670000e+000	2.000000e-006	2.145671e-004
1.680000000000001e+000	1.680000e+000	2.000000e-006	2.145885e-004
1.690000000000001e+000	1.690000e+000	2.000000e-006	2.146098e-004
1.700000000000001e+000	1.700000e+000	2.000000e-006	2.146312e-004
1.710000000000001e+000	1.710000e+000	2.000000e-006	2.146526e-004
1.720000000000001e+000	1.720000e+000	2.000000e-006	2.146739e-004
1.730000000000001e+000	1.730000e+000	2.000000e-006	2.146953e-004
1.740000000000001e+000	1.740000e+000	2.000000e-006	2.147166e-004
1.750000000000001e+000	1.750000e+000	2.000000e-006	2.147380e-004
1.760000000000001e+000	1.760000e+000	2.000000e-006	2.147593e-004
1.770000000000001e+000	1.770000e+000	2.000000e-006	2.147807e-004
1.780000000000001e+000	1.780000e+000	2.000000e-006	2.148020e-004
1.790000000000001e+000	1.790000e+000	2.000000e-006	2.148234e-004
1.800000000000001e+000	1.800000e+000	2.000000e-006	2.148448e-004
1.810000000000001e+000	1.810000e+000	2.000000e-006	2.148661e-004
1.820000000000001e+000	1.820000e+000	2.000000e-006	2.148875e-004
1.830000000000001e+000	1.830000e+000	2.000000e-006	2.149088e-004
1.840000000000001e+000	1.840000e+000	2.000000e-006	2.149302e-004
1.850000000000001e+000	1.850000e+000	2.000000e-006	2.149515e-004
1.860000000000001e+000	1.860000e+000	2.000000e-006	2.149729e-004
1.870000000000001e+000	1.870000e+000	2.000000e-006	2.149942e-004
1.880000000000001e+000	1.880000e+000	2.000000e-006	2.150156e-004
1.890000000000002e+000	1.890000e+000	2.000000e-006	2.150370e-004
1.900000000000002e+000	1.900000e+000	2.000000e-006	2.150583e-004
1.910000000000002e+000	1.910000e+000	2.000000e-006	2.150797e-004
1.920000000000002e+000	1.920000e+000	2.000000e-006	2.151010e-004
1.930000000000002e+000	1.930000e+000	2.000000e-006	2.151224e-004
1.940000000000002e+000	1.940000e+000	2.000000e-006	2.151437e-004
1.950000000000002e+000	1.950000e+000	2.000000e-006	2.151651e-004
1.960000000000002e+000	1.960000e+000	2.000000e-006	2.151864e-004
1.970000000000002e+000	1.970000e+000	2.000000e-006	2.152078e-004
1.980000000000002e+000	1.980000e+000	2.000000e-006	2.152292e-004
1.990000000000002e+000	1.990000e+000	2.000000e-006	2.152505e-004
2.000000000000001e+000	2.000000e+000	2.000000e-006	2.152719e-004
2.010000000000001e+000	2.010000e+000	2.000000e-006	2.152932e-004
2.020000000000001e+000	2.020000e+000	2.000000e-006	2.153146e-004
2.030000000000001e+000	2.030000e+000	2.000000e-006	2.153359e-004
2.040000000000001e+000	2.040000e+000	2.000000e-006	2.153573e-004
2.050000000000000e+000	2.050000e+000	2.000000e-006	2.153786e-004
2.060000000000000e+000	2.060000e+000	2.000000e-006	2.154000e-004
2.070000000000000e+000	2.070000e+000	2.000000e-006	2.154214e-004
2.080000000000000e+000	2.080000e+000	2.000000e-006	2.154427e-004
2.089999999999999e+000	2.090000e+000	2.000000e-006	2.154641e-004
2.099999999999999e+000	2.100000e+000	2.000000e-006	2.154854e-004
2.109999999999999e+000	2.110000e+000	2.000000e-006	2.155068e-004
2.119999999999999e+000	2.120000e+000	2.000000e-006	2.155281e-004
2.129999999999999e+000	2.130000e+000	2.000000e-006	2.155495e-004
2.139999999999998e+000	2.140000e+000	2.000000e-006	2.155708e-004
2.149999999999998e+000	2.150000e+000	2.000000e-006	2.155922e-004
2.159999999999998e+000	2.160000e+000	2.000000e-006	2.156136e-004
2.169999999999998e+000	2.170000e+000	2.000000e-006	2.156349e-004
2.179999999999998e+000	2.180000e+000	2.000000e-006	2.156563e-004
2.189999999999997e+000	2.190000e+000	2.000000e-006	2.156776e-004
2.199999999999997e+000	2.200000e+000	2.000000e-006	2.156990e-004
2.209999999999997e+000	2.210000e+000	2.000000e-006	2.157203e-004
2.219999999999997e+000	2.220000e+000	2.000000e-006	2.157417e-004
2.229999999999996e+000	2.230000e+000	2.000000e-006	2.157631e-004
2.239999999999996e+000	2.240000e+000	2.000000e-006	2.157844e-004
2.249999999999996e+000	2.250000e+000	2.000000e-006	2.158058e-004
2.259999999999996e+000	2.260000e+000	2.000000e-006	2.158271e-004
2.269999999999996e+000	2.270000e+000	2.000000e-006	2.158485e-004
2.279999999999995e+000	2.280000e+000	2.000000e-006	2.158698e-004
2.289999999999995e+000	2.290000e+000	2.000000e-006	2.158912e-004
2.299999999999995e+000	2.300000e+000	2.000000e-006	2.159125e-004
2.309999999999995e+000	2.310000e+000	2.000000e-006	2.159339e-004
2.319999999999995e+000	2.320000e+000	2.000000e-006	2.159553e-004
2.329999999999994e+000	2.330000e+000	2.000000e-006	2.159766e-004
2.339999999999994e+000	2.340000e+000	2.000000e-006	2.159980e-004
2.349999999999994e+000	2.350000e+000	2.000000e-006	2.160193e-004
2.359999999999994e+000	2.360000e+000	2.000000e-006	2.160407e-004
2.369999999999993e+000	2.370000e+000	2.000000e-006	2.160620e-004
2.379999999999993e+000	2.380000e+000	2.000000e-006	2.160834e-004
2.389999999999993e+000	2.390000e+000	2.000000e-006	2.161047e-004
2.399999999999993e+000	2.400000e+000	2.000000e-006	2.161261e-004
2.409999999999993e+000	2.410000e+000	2.000000e-006	2.161475e-004
2.419999999999992e+000	2.420000e+000	2.000000e-006	2.161688e-004
2.429999999999992e+000	2.430000e+000	2.000000e-006	2.161902e-004
2.439999999999992e+000	2.440000e+000	2.000000e-006	2.162115e-004
2.449999999999992e+000	2.450000e+000	2.000000e-006	2.162329e-004
2.459999999999992e+000	2.460000e+000	2.000000e-006	2.162542e-004
2.469999999999991e+000	2.470000e+000	2.000000e-006	2.162756e-004
2.479999999999991e+000	2.480000e+000	2.000000e-006	2.162969e-004
2.489999999999991e+000	2.490000e+000	2.000000e-006	2.163183e-004
2.499999999999991e+000	2.500000e+000	2.000000e-006	2.163397e-004
2.509999999999991e+000	2.510000e+000	2.000000e-006	2.163610e-004
2.519999999999990e+000	2.520000e+000	2.000000e-006	2.163824e-004
2.529999999999990e+000	2.530000e+000	2.000000e-006	2.164037e-004
2.539999999999990e+000	2.540000e+000	2.000000e-006	2.164251e-004
2.549999999999990e+000	2.550000e+000	2.000000e-006	2.164464e-004
2.559999999999989e+000	2.560000e+000	2.000000e-006	2.164678e-004
2.569999999999989e+000	2.570000e+000	2.000000e-006	2.164891e-004
2.579999999999989e+000	2.580000e+000	2.000000e-006	2.165105e-004
2.589999999999989e+000	2.590000e+000	2.000000e-006	2.165319e-004
2.599999999999989e+000	2.600000e+000	2.000000e-006	2.165532e-004
2.609999999999988e+000	2.610000e+000	2.000000e-006	2.165746e-004
2.619999999999988e+000	2.620000e+000	2.000000e-006	2.165959e-004
2.629999999999988e+000	2.630000e+000	2.000000e-006	2.166173e-004
2.639999999999988e+000	2.640000e+000	2.000000e-006	2.166386e-004
2.649999999999988e+000	2.650000e+000	2.000000e-006	2.166600e-004
2.659999999999987e+000	2.660000e+000	2.000000e-006	2.166814e-004
2.669999999999987e+000	2.670000e+000	2.000000e-006	2.167027e-004
2.679999999999987e+000	2.680000e+000	2.000000e-006	2.167241e-004
2.689999999999987e+000	2.690000e+000	2.000000e-006	2.167454e-004
2.699999999999986e+000	2.700000e+000	2.000000e-006	2.167668e-004
2.709999999999986e+000	2.710000e+000	2.000000e-006	2.167881e-004
2.719999999999986e+000	2.720000e+000	2.000000e-006	2.168095e-004
2.729999999999986e+000	2.730000e+000	2.000000e-006	2.168308e-004
2.739999999999986e+000	2.740000e+000	2.000000e-006	2.168522e-004
2.749999999999985e+000	2.750000e+000	2.000000e-006	2.168736e-004
2.759999999999985e+000	2.760000e+000	2.000000e-006	2.168949e-004
2.769999999999985e+000	2.770000e+000	2.000000e-006	2.169163e-004
2.779999999999985e+000	2.780000e+000	2.000000e-006	2.169376e-004
2.789999999999985e+000	2.790000e+000	2.000000e-006	2.169590e-004
2.799999999999984e+000	2.800000e+000	2.000000e-006	2.169803e-004
2.809999999999984e+000	2.810000e+000	2.000000e-006	2.170017e-004
2.819999999999984e+000	2.820000e+000	2.000000e-006	2.170230e-004
2.829999999999984e+000	2.830000e+000	2.000000e-006	2.170444e-004
2.839999999999983e+000	2.840000e+000	2.000000e-006	2.170658e-004
2.849999999999983e+000	2.850000e+000	2.000000e-006	2.170871e-004
2.859999999999983e+000	2.860000e+000	2.000000e-006	2.171085e-004
2.869999999999983e+000	2.870000e+000	2.000000e-006	2.171298e-004
2.879999999999983e+000	2.880000e+000	2.000000e-006	2.171512e-004
2.889999999999982e+000	2.890000e+000	2.000000e-006	2.171725e-004
2.899999999999982e+000	2.900000e+000	2.000000e-006	2.171939e-004
2.909999999999982e+000	2.910000e+000	2.000000e-006	2.172152e-004
2.919999999999982e+000	2.920000e+000	2.000000e-006	2.172366e-004
2.929999999999982e+000	2.930000e+000	2.000000e-006	2.172580e-004
2.939999999999981e+000	2.940000e+000	2.000000e-006	2.172793e-004
2.949999999999981e+000	2.950000e+000	2.000000e-006	2.173007e-004
2.959999999999981e+000	2.960000e+000	2.000000e-006	2.173220e-004
2.969999999999981e+000	2.970000e+000	2.000000e-006	2.173434e-004
2.979999999999980e+000	2.980000e+000	2.000000e-006	2.173647e-004
2.989999999999980e+000	2.990000e+000	2.000000e-006	2.173861e-004
3.000000000000000e+000	3.000000e+000	2.000000e-006	2.174075e-004
Step Information: Ib=4µ  (Run: 3/6)
0.000000000000000e+000	0.000000e+000	4.000000e-006	-3.915262e-006
1.000000000000000e-002	1.000000e-002	4.000000e-006	-2.071180e-006
2.000000000000000e-002	2.000000e-002	4.000000e-006	5.972621e-007
3.000000000000000e-002	3.000000e-002	4.000000e-006	4.439844e-006
4.000000000000000e-002	4.000000e-002	4.000000e-006	9.935458e-006
5.000000000000000e-002	5.000000e-002	4.000000e-006	1.772070e-005
6.000000000000001e-002	6.000000e-002	4.000000e-006	2.860565e-005
7.000000000000001e-002	7.000000e-002	4.000000e-006	4.355451e-005
8.000000000000000e-002	8.000000e-002	4.000000e-006	6.359677e-005
9.000000000000000e-002	9.000000e-002	4.000000e-006	8.962987e-005
9.999999999999999e-002	1.000000e-001	4.000000e-006	1.220979e-004
1.100000000000000e-001	1.100000e-001	4.000000e-006	1.606047e-004
1.200000000000000e-001	1.200000e-001	4.000000e-006	2.036336e-004
1.300000000000000e-001	1.300000e-001	4.000000e-006	2.486115e-004
1.400000000000000e-001	1.400000e-001	4.000000e-006	2.924350e-004
1.500000000000000e-001	1.500000e-001	4.000000e-006	3.322756e-004
1.600000000000000e-001	1.600000e-001	4.000000e-006	3.662553e-004
1.700000000000000e-001	1.700000e-001	4.000000e-006	3.936799e-004
1.800000000000000e-001	1.800000e-001	4.000000e-006	4.148380e-004
1.900000000000000e-001	1.900000e-001	4.000000e-006	4.305989e-004
2.000000000000000e-001	2.000000e-001	4.000000e-006	4.420358e-004
2.100000000000001e-001	2.100000e-001	4.000000e-006	4.501801e-004
2.200000000000001e-001	2.200000e-001	4.000000e-006	4.559042e-004
2.300000000000001e-001	2.300000e-001	4.000000e-006	4.598929e-004
2.400000000000001e-001	2.400000e-001	4.000000e-006	4.626582e-004
2.500000000000001e-001	2.500000e-001	4.000000e-006	4.645711e-004
2.600000000000001e-001	2.600000e-001	4.000000e-006	4.658946e-004
2.700000000000001e-001	2.700000e-001	4.000000e-006	4.668132e-004
2.800000000000001e-001	2.800000e-001	4.000000e-006	4.674544e-004
2.900000000000001e-001	2.900000e-001	4.000000e-006	4.679060e-004
3.000000000000001e-001	3.000000e-001	4.000000e-006	4.682285e-004
3.100000000000001e-001	3.100000e-001	4.000000e-006	4.684629e-004
3.200000000000001e-001	3.200000e-001	4.000000e-006	4.686375e-004
3.300000000000001e-001	3.300000e-001	4.000000e-006	4.687713e-004
3.400000000000001e-001	3.400000e-001	4.000000e-006	4.688774e-004
3.500000000000001e-001	3.500000e-001	4.000000e-006	4.689646e-004
3.600000000000002e-001	3.600000e-001	4.000000e-006	4.690391e-004
3.700000000000002e-001	3.700000e-001	4.000000e-006	4.691049e-004
3.800000000000002e-001	3.800000e-001	4.000000e-006	4.691647e-004
3.900000000000002e-001	3.900000e-001	4.000000e-006	4.692206e-004
4.000000000000002e-001	4.000000e-001	4.000000e-006	4.692737e-004
4.100000000000002e-001	4.100000e-001	4.000000e-006	4.693249e-004
4.200000000000002e-001	4.200000e-001	4.000000e-006	4.693749e-004
4.300000000000002e-001	4.300000e-001	4.000000e-006	4.694241e-004
4.400000000000002e-001	4.400000e-001	4.000000e-006	4.694726e-004
4.500000000000002e-001	4.500000e-001	4.000000e-006	4.695208e-004
4.600000000000002e-001	4.600000e-001	4.000000e-006	4.695687e-004
4.700000000000003e-001	4.700000e-001	4.000000e-006	4.696164e-004
4.800000000000003e-001	4.800000e-001	4.000000e-006	4.696640e-004
4.900000000000003e-001	4.900000e-001	4.000000e-006	4.697115e-004
5.000000000000002e-001	5.000000e-001	4.000000e-006	4.697589e-004
5.100000000000002e-001	5.100000e-001	4.000000e-006	4.698063e-004
5.200000000000002e-001	5.200000e-001	4.000000e-006	4.698537e-004
5.300000000000003e-001	5.300000e-001	4.000000e-006	4.699011e-004
5.400000000000003e-001	5.400000e-001	4.000000e-006	4.699484e-004
5.500000000000003e-001	5.500000e-001	4.000000e-006	4.699957e-004
5.600000000000003e-001	5.600000e-001	4.000000e-006	4.700431e-004
5.700000000000003e-001	5.700000e-001	4.000000e-006	4.700904e-004
5.800000000000003e-001	5.800000e-001	4.000000e-006	4.701377e-004
5.900000000000003e-001	5.900000e-001	4.000000e-006	4.701851e-004
6.000000000000003e-001	6.000000e-001	4.000000e-006	4.702324e-004
6.100000000000003e-001	6.100000e-001	4.000000e-006	4.702797e-004
6.200000000000003e-001	6.200000e-001	4.000000e-006	4.703271e-004
6.300000000000003e-001	6.300000e-001	4.000000e-006	4.703744e-004
6.400000000000004e-001	6.400000e-001	4.000000e-006	4.704217e-004
6.500000000000004e-001	6.500000e-001	4.000000e-006	4.704690e-004
6.600000000000004e-001	6.600000e-001	4.000000e-006	4.705164e-004
6.700000000000004e-001	6.700000e-001	4.000000e-006	4.705637e-004
6.800000000000004e-001	6.800000e-001	4.000000e-006	4.706110e-004
6.900000000000004e-001	6.900000e-001	4.000000e-006	4.706583e-004
7.000000000000004e-001	7.000000e-001	4.000000e-006	4.707057e-004
7.100000000000004e-001	7.100000e-001	4.000000e-006	4.707530e-004
7.200000000000004e-001	7.200000e-001	4.000000e-006	4.708003e-004
7.300000000000004e-001	7.300000e-001	4.000000e-006	4.708476e-004
7.400000000000004e-001	7.400000e-001	4.000000e-006	4.708949e-004
7.500000000000004e-001	7.500000e-001	4.000000e-006	4.709423e-004
7.600000000000005e-001	7.600000e-001	4.000000e-006	4.709896e-004
7.700000000000005e-001	7.700000e-001	4.000000e-006	4.710369e-004
7.800000000000005e-001	7.800000e-001	4.000000e-006	4.710842e-004
7.900000000000005e-001	7.900000e-001	4.000000e-006	4.711316e-004
8.000000000000005e-001	8.000000e-001	4.000000e-006	4.711789e-004
8.100000000000005e-001	8.100000e-001	4.000000e-006	4.712262e-004
8.200000000000005e-001	8.200000e-001	4.000000e-006	4.712736e-004
8.300000000000005e-001	8.300000e-001	4.000000e-006	4.713209e-004
8.400000000000005e-001	8.400000e-001	4.000000e-006	4.713682e-004
8.500000000000005e-001	8.500000e-001	4.000000e-006	4.714155e-004
8.600000000000005e-001	8.600000e-001	4.000000e-006	4.714628e-004
8.700000000000006e-001	8.700000e-001	4.000000e-006	4.715102e-004
8.800000000000006e-001	8.800000e-001	4.000000e-006	4.715575e-004
8.900000000000006e-001	8.900000e-001	4.000000e-006	4.716048e-004
9.000000000000006e-001	9.000000e-001	4.000000e-006	4.716521e-004
9.100000000000006e-001	9.100000e-001	4.000000e-006	4.716995e-004
9.200000000000006e-001	9.200000e-001	4.000000e-006	4.717468e-004
9.300000000000006e-001	9.300000e-001	4.000000e-006	4.717941e-004
9.400000000000006e-001	9.400000e-001	4.000000e-006	4.718414e-004
9.500000000000006e-001	9.500000e-001	4.000000e-006	4.718888e-004
9.600000000000006e-001	9.600000e-001	4.000000e-006	4.719361e-004
9.700000000000006e-001	9.700000e-001	4.000000e-006	4.719834e-004
9.800000000000007e-001	9.800000e-001	4.000000e-006	4.720307e-004
9.900000000000007e-001	9.900000e-001	4.000000e-006	4.720780e-004
1.000000000000001e+000	1.000000e+000	4.000000e-006	4.721254e-004
1.010000000000001e+000	1.010000e+000	4.000000e-006	4.721727e-004
1.020000000000001e+000	1.020000e+000	4.000000e-006	4.722200e-004
1.030000000000001e+000	1.030000e+000	4.000000e-006	4.722674e-004
1.040000000000001e+000	1.040000e+000	4.000000e-006	4.723147e-004
1.050000000000001e+000	1.050000e+000	4.000000e-006	4.723620e-004
1.060000000000001e+000	1.060000e+000	4.000000e-006	4.724093e-004
1.070000000000001e+000	1.070000e+000	4.000000e-006	4.724567e-004
1.080000000000001e+000	1.080000e+000	4.000000e-006	4.725040e-004
1.090000000000001e+000	1.090000e+000	4.000000e-006	4.725513e-004
1.100000000000001e+000	1.100000e+000	4.000000e-006	4.725986e-004
1.110000000000001e+000	1.110000e+000	4.000000e-006	4.726459e-004
1.120000000000001e+000	1.120000e+000	4.000000e-006	4.726933e-004
1.130000000000001e+000	1.130000e+000	4.000000e-006	4.727406e-004
1.140000000000001e+000	1.140000e+000	4.000000e-006	4.727879e-004
1.150000000000001e+000	1.150000e+000	4.000000e-006	4.728352e-004
1.160000000000001e+000	1.160000e+000	4.000000e-006	4.728826e-004
1.170000000000001e+000	1.170000e+000	4.000000e-006	4.729299e-004
1.180000000000001e+000	1.180000e+000	4.000000e-006	4.729772e-004
1.190000000000001e+000	1.190000e+000	4.000000e-006	4.730245e-004
1.200000000000001e+000	1.200000e+000	4.000000e-006	4.730719e-004
1.210000000000001e+000	1.210000e+000	4.000000e-006	4.731192e-004
1.220000000000001e+000	1.220000e+000	4.000000e-006	4.731665e-004
1.230000000000001e+000	1.230000e+000	4.000000e-006	4.732138e-004
1.240000000000001e+000	1.240000e+000	4.000000e-006	4.732611e-004
1.250000000000001e+000	1.250000e+000	4.000000e-006	4.733085e-004
1.260000000000001e+000	1.260000e+000	4.000000e-006	4.733558e-004
1.270000000000001e+000	1.270000e+000	4.000000e-006	4.734031e-004
1.280000000000001e+000	1.280000e+000	4.000000e-006	4.734505e-004
1.290000000000001e+000	1.290000e+000	4.000000e-006	4.734978e-004
1.300000000000001e+000	1.300000e+000	4.000000e-006	4.735451e-004
1.310000000000001e+000	1.310000e+000	4.000000e-006	4.735924e-004
1.320000000000001e+000	1.320000e+000	4.000000e-006	4.736398e-004
1.330000000000001e+000	1.330000e+000	4.000000e-006	4.736871e-004
1.340000000000001e+000	1.340000e+000	4.000000e-006	4.737344e-004
1.350000000000001e+000	1.350000e+000	4.000000e-006	4.737817e-004
1.360000000000001e+000	1.360000e+000	4.000000e-006	4.738290e-004
1.370000000000001e+000	1.370000e+000	4.000000e-006	4.738764e-004
1.380000000000001e+000	1.380000e+000	4.000000e-006	4.739237e-004
1.390000000000001e+000	1.390000e+000	4.000000e-006	4.739710e-004
1.400000000000001e+000	1.400000e+000	4.000000e-006	4.740183e-004
1.410000000000001e+000	1.410000e+000	4.000000e-006	4.740657e-004
1.420000000000001e+000	1.420000e+000	4.000000e-006	4.741130e-004
1.430000000000001e+000	1.430000e+000	4.000000e-006	4.741603e-004
1.440000000000001e+000	1.440000e+000	4.000000e-006	4.742076e-004
1.450000000000001e+000	1.450000e+000	4.000000e-006	4.742549e-004
1.460000000000001e+000	1.460000e+000	4.000000e-006	4.743023e-004
1.470000000000001e+000	1.470000e+000	4.000000e-006	4.743496e-004
1.480000000000001e+000	1.480000e+000	4.000000e-006	4.743969e-004
1.490000000000001e+000	1.490000e+000	4.000000e-006	4.744443e-004
1.500000000000001e+000	1.500000e+000	4.000000e-006	4.744916e-004
1.510000000000001e+000	1.510000e+000	4.000000e-006	4.745389e-004
1.520000000000001e+000	1.520000e+000	4.000000e-006	4.745862e-004
1.530000000000001e+000	1.530000e+000	4.000000e-006	4.746336e-004
1.540000000000001e+000	1.540000e+000	4.000000e-006	4.746809e-004
1.550000000000001e+000	1.550000e+000	4.000000e-006	4.747282e-004
1.560000000000001e+000	1.560000e+000	4.000000e-006	4.747755e-004
1.570000000000001e+000	1.570000e+000	4.000000e-006	4.748229e-004
1.580000000000001e+000	1.580000e+000	4.000000e-006	4.748702e-004
1.590000000000001e+000	1.590000e+000	4.000000e-006	4.749175e-004
1.600000000000001e+000	1.600000e+000	4.000000e-006	4.749648e-004
1.610000000000001e+000	1.610000e+000	4.000000e-006	4.750121e-004
1.620000000000001e+000	1.620000e+000	4.000000e-006	4.750595e-004
1.630000000000001e+000	1.630000e+000	4.000000e-006	4.751068e-004
1.640000000000001e+000	1.640000e+000	4.000000e-006	4.751541e-004
1.650000000000001e+000	1.650000e+000	4.000000e-006	4.752014e-004
1.660000000000001e+000	1.660000e+000	4.000000e-006	4.752488e-004
1.670000000000001e+000	1.670000e+000	4.000000e-006	4.752961e-004
1.680000000000001e+000	1.680000e+000	4.000000e-006	4.753434e-004
1.690000000000001e+000	1.690000e+000	4.000000e-006	4.753907e-004
1.700000000000001e+000	1.700000e+000	4.000000e-006	4.754380e-004
1.710000000000001e+000	1.710000e+000	4.000000e-006	4.754854e-004
1.720000000000001e+000	1.720000e+000	4.000000e-006	4.755327e-004
1.730000000000001e+000	1.730000e+000	4.000000e-006	4.755800e-004
1.740000000000001e+000	1.740000e+000	4.000000e-006	4.756274e-004
1.750000000000001e+000	1.750000e+000	4.000000e-006	4.756747e-004
1.760000000000001e+000	1.760000e+000	4.000000e-006	4.757220e-004
1.770000000000001e+000	1.770000e+000	4.000000e-006	4.757693e-004
1.780000000000001e+000	1.780000e+000	4.000000e-006	4.758167e-004
1.790000000000001e+000	1.790000e+000	4.000000e-006	4.758640e-004
1.800000000000001e+000	1.800000e+000	4.000000e-006	4.759113e-004
